target,model,fp,seed,split,rmse,mae,r2,spearman,ece,cov90,seconds
Tm,QuantileRandomForest,Morgan,2,train,32.08677444317571,19.197307561307902,0.9128458464104726,0.10681982813177315,0.19459582198001815,0.9809264305177112,23.5
Tm,QuantileRandomForest,Morgan,3,test,61.144461821399425,42.71444897959184,0.7062558207479108,0.4030465461935959,0.023658352229780827,0.8408163265306122,23.7
Tm,QuantileRandomForest,Morgan,3,train,32.04801256951817,19.398528610354223,0.9130562893624656,0.11496923006771438,0.1936875567665758,0.9805858310626703,23.7
Tm,QuantileRandomForest,Morgan,4,test,60.45521357277014,41.953163265306124,0.7128409317911515,0.3814184241610814,0.015948601662887387,0.8517006802721089,23.6
Tm,QuantileRandomForest,Morgan,4,train,31.460739726008182,19.096386239782017,0.9162135429555172,0.11536070227720158,0.20000756887677865,0.9826294277929155,23.6
Tm,DropoutMLP,TopologicalTorsion,0,test,61.57634552720888,42.29456445363915,0.7020915396382859,0.22808062687223923,0.32811791383219957,0.3469387755102041,168.0
Tm,DropoutMLP,TopologicalTorsion,0,train,30.915561777999937,20.435031567589867,0.91909222611983,0.2790313376556166,0.16681804420224042,0.6478201634877384,168.0
Tm,DropoutMLP,TopologicalTorsion,1,test,62.25672108568742,43.556842763083324,0.6954718085479208,0.19340642369967773,0.34761904761904766,0.30612244897959184,51.4
Tm,DropoutMLP,TopologicalTorsion,1,train,34.94231875351462,24.805622666889054,0.8966431156851056,0.19391004433293732,0.2374356645473812,0.5102179836512262,51.4
Tm,DropoutMLP,TopologicalTorsion,2,test,62.20554155669229,43.33532644579605,0.6959722911587393,0.25204133009678226,0.33386243386243386,0.35918367346938773,54.1
Tm,DropoutMLP,TopologicalTorsion,2,train,33.51166113684334,23.55748935472332,0.9049334182516969,0.2872303375560266,0.21211777172267637,0.5827656675749319,54.1
Tm,DropoutMLP,TopologicalTorsion,3,test,61.96916509183178,43.271649594501575,0.6982784668595885,0.23845053540904573,0.35487528344671204,0.3129251700680272,53.5
Tm,DropoutMLP,TopologicalTorsion,3,train,34.381859498246754,24.286494369290324,0.8999321222658425,0.27047240228793556,0.23569482288828342,0.5296321525885559,53.5
Tm,DropoutMLP,TopologicalTorsion,4,test,63.962982362991276,46.143376933928245,0.6785507430630819,0.2688928130190591,0.35049130763416475,0.3020408163265306,52.7
Tm,DropoutMLP,TopologicalTorsion,4,train,37.59841520541301,27.660325958359305,0.8803328230213674,0.2729319867391061,0.2604828943384802,0.49795640326975477,52.7
Tm,DropoutMLP,AtomPair,0,test,61.006117401834416,44.61009832544392,0.7075835581584804,0.2373686259244842,0.2853363567649282,0.43537414965986393,124.7
Tm,DropoutMLP,AtomPair,0,train,34.97500004805588,24.37204284027366,0.8964496873991358,0.12100795973612401,0.1232213139570088,0.6934604904632152,124.7
