split,target,model,fp,n_seeds,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_mean,spearman_std,ece_mean,ece_std,cov90_mean,cov90_std
test,FFV,QuantileRandomForest,RDKit,5,0.01609854969640207,0.00011555600771704013,0.008199816860869565,5.110829404384652e-05,0.7117447250593237,0.004140341472828291,0.41578476696315053,0.013694302681227623,0.06550724637681157,0.0035228473177541875,0.8888198757763975,0.0026351805510057493
test,FFV,QuantileRandomForest,TopologicalTorsion,5,0.016736514215289926,8.976406531573356e-05,0.008326838373913042,4.073028154583106e-05,0.6884513506513936,0.0033405456718562845,0.4172285821677306,0.004800351326931348,0.05476880607315389,0.0020112320290304373,0.8757763975155279,0.005555448391303784
test,FFV,torch-GNN,graph,5,0.025795670844965663,0.0018518103817953436,0.015396620617400972,0.00017251626209342108,0.2568673767465891,0.10815783374167501,,,,,0.0,0.0
test,FFV,torch-GREA,graph,5,0.02469740002760209,0.0008833164839932791,0.01695804329585466,0.0011346924147936299,0.3209018718144424,0.048230032776610025,-0.18819995201798065,0.06208657270263646,0.12223602484472051,0.09069969902749997,0.8144099378881988,0.1739809095622138
test,H2_msa_log10,DropoutMLP,AtomPair,5,0.47343893670867476,0.015003666079111922,0.3313227040986656,0.01648729861479317,0.832865516574202,0.0106795250029675,0.18937410588574563,0.03326990290550818,0.24008714596949896,0.04523386868168502,0.5274509803921569,0.05691343244588234
test,H2_msa_log10,DropoutMLP,MACCS,5,0.43099721217261966,0.051388656770741975,0.32078992004533075,0.04483376417256995,0.8600252791663019,0.03424861984727726,0.208669444899944,0.09893841027006037,0.1291938997821351,0.04815628042798273,0.7058823529411764,0.05800078218725115
test,H2_msa_log10,DropoutMLP,Morgan,5,0.45960968891137466,0.022179400911045494,0.30808857739373474,0.020936649505558614,0.8423202175827174,0.015222452080596159,0.03361360693465121,0.08300743901159875,0.2111111111111111,0.04368449782933467,0.5431372549019609,0.04307035811076238
test,H2_msa_log10,DropoutMLP,RDKit,5,0.5932203117751647,0.05395615629114646,0.4356253667146386,0.04730943187683003,0.7360715964608444,0.049363312024716714,0.2063420619617644,0.10710710070722451,0.2250544662309369,0.045273201347893234,0.5490196078431373,0.07873714904024022
test,H2_msa_log10,DropoutMLP,TopologicalTorsion,5,0.5315739810380451,0.03987020429477602,0.32525839634089593,0.029340434440022448,0.7885211653455918,0.03293778610179779,0.11218144087395605,0.14831733569212285,0.3152505446623094,0.027768164426468,0.4019607843137255,0.053248923976471636
test,H2_msa_log10,QuantileRandomForest,AtomPair,5,0.5261722240939124,0.012163534852013883,0.3521519940221232,0.009223536421440977,0.7936374944598468,0.009468949548328961,0.4519570542160486,0.04429025768433292,0.09150326797385619,0.015804594911271133,0.8882352941176471,0.01486838322363048
test,H2_msa_log10,QuantileRandomForest,MACCS,5,0.44167206399771197,0.016547275029906296,0.3180550509922764,0.011851971296216554,0.8544954460916147,0.011001423112137521,0.34268626916875655,0.03890428067730896,0.034509803921568626,0.010365883945600443,0.8058823529411765,0.02125439547909688
test,H2_msa_log10,QuantileRandomForest,Morgan,5,0.4461350318026801,0.006983580321308822,0.2990426513778924,0.005588965265364579,0.8516774770184059,0.0046254969188953485,0.45649771951414,0.02850935851474232,0.08309368191721131,0.01261887480514842,0.9,0.004384447014705454
test,H2_msa_log10,QuantileRandomForest,RDKit,5,0.49042885242553524,0.012455907605406328,0.3362958525364803,0.006044111510101909,0.8207061433383099,0.009144528612920167,0.2917013048857797,0.034277559271161814,0.051764705882352914,0.016543825140640192,0.8568627450980392,0.011178190442148468
test,H2_msa_log10,QuantileRandomForest,TopologicalTorsion,5,0.5303463838009429,0.010961524298878965,0.36299907079784716,0.008563407030047846,0.7903683047431903,0.008633217106013755,0.39699625516869175,0.02794185730726564,0.02226579520697167,0.005812136393967174,0.8549019607843137,0.008202549279745881
test,H2_msa_log10,torch-GNN,graph,5,0.5744013957990687,0.13185406503906952,0.42888506568718016,0.12658139126614298,0.743815710375342,0.12343740546858055,,,,,0.0,0.0
test,H2_msa_log10,torch-GREA,graph,5,0.6650641168272147,0.04667131782472005,0.49982557844263215,0.03936188929471422,0.6691554482834237,0.04591623652856509,0.1491632836650722,0.10901020309529601,0.2875816993464052,0.058762980214645655,0.5098039215686274,0.11026688116864693
test,N2_msa_log10,DropoutMLP,AtomPair,5,0.543222322994322,0.018560394535954972,0.3852307336801239,0.019661499515442077,0.8525645997797477,0.010127319253661804,0.09062096966802007,0.09627411979383543,0.2993011879804333,0.025491796606477823,0.38238993710691827,0.04085630633688482
test,N2_msa_log10,DropoutMLP,MACCS,5,0.5936049980924307,0.03772342642245631,0.45769368722918885,0.020278034341060198,0.8235437167205866,0.022787235844206503,0.08447098160974445,0.09409209402433266,0.31663172606568835,0.020839366489119913,0.3735849056603774,0.037367171767328185
test,N2_msa_log10,DropoutMLP,Morgan,5,0.5164116269220973,0.0427771539100609,0.3837235338427973,0.03916126381417422,0.8661523801728874,0.021898384744022652,0.28100370193455937,0.12053647632949173,0.31691125087351507,0.03273246241406116,0.36729559748427676,0.04676979230837285
test,N2_msa_log10,DropoutMLP,RDKit,5,0.5907024595485151,0.011841301783799052,0.43681518538211306,0.017411048731822306,0.825771859412025,0.007014106205145547,0.089892524480535,0.04985654604011744,0.3392732354996506,0.025585492157963404,0.33710691823899375,0.04460534145030729
test,N2_msa_log10,DropoutMLP,TopologicalTorsion,5,0.5863987265182955,0.03619447119322893,0.43464418003403427,0.035932736784122524,0.8278334319737721,0.021086378639351377,0.10009493670886078,0.05571997566619604,0.3116002795248079,0.054468351375079056,0.3836477987421384,0.09651578146681011
test,N2_msa_log10,QuantileRandomForest,AtomPair,5,0.5514205736348877,0.01771275175535549,0.40188859491069995,0.01650967024651542,0.8480973235339062,0.009759016014367641,0.3820421353431267,0.030803848994266622,0.10055904961565336,0.017502416322634634,0.8779874213836478,0.01865710311219034
test,N2_msa_log10,QuantileRandomForest,MACCS,5,0.6966637933600814,0.024761857582951487,0.492798202660189,0.01520330256730317,0.7574918506380175,0.01723629852135553,0.3463170979766689,0.029069082526671005,0.08129979035639415,0.004268363036233159,0.7484276729559748,0.025157232704402583
test,N2_msa_log10,QuantileRandomForest,Morgan,5,0.5988629539884461,0.007516148575921748,0.40891869802724273,0.005662210257277132,0.8209597107840025,0.004504975608238103,0.395420095799681,0.008416024827989458,0.04649895178197065,0.009554781894255567,0.7534591194968553,0.010334387877456013
test,N2_msa_log10,QuantileRandomForest,RDKit,5,0.5839307414384541,0.0173942895421026,0.4266457492820292,0.012869249610178789,0.829677503769447,0.010220320901489874,0.29812727173229936,0.05940858647775597,0.0566736547868623,0.013891075251266129,0.810062893081761,0.01125065649056497
test,N2_msa_log10,QuantileRandomForest,TopologicalTorsion,5,0.5455593479071454,0.01896591078532934,0.39773915362611295,0.008603028729933498,0.851288401402275,0.0103845465642467,0.3801661254194448,0.03355561753865408,0.039510831586303266,0.009140503956629286,0.8276729559748428,0.01304178701467152
test,N2_msa_log10,torch-GNN,graph,5,0.5244511895719193,0.029273763308251606,0.3790284931369129,0.014091565349181006,0.8623638753284789,0.015565653344916046,,,,,0.0,0.0
